Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Sex group,P interaction,Abbreviations,p_star
Cognition,Pairs matching,All Infectious Diseases,211786,171416,40370,-0.0586206982885116,-0.069182906347437,-0.0480584902295862,"-0.06 (-0.07, -0.05)",1.49324545886477e-27,9.19839202660698e-25,Female,0.15,Any,**
Cognition,Pairs matching,Bacterial Infections,224904,199995,24909,-0.0486586585218681,-0.0614062408031129,-0.0359110762406233,"-0.05 (-0.06, -0.04)",7.38019398218168e-14,4.54619949302392e-11,Female,0.07,Bacterial,**
Cognition,Pairs matching,Invasive Bacterial Infections,257388,249699,7689,-0.0431777456880991,-0.065173930187324,-0.0211815611888741,"-0.04 (-0.07, -0.02)",0.000119426589648607,0.0735667792235419,Female,0.285,Invasive,*
Cognition,Pairs matching,Localised Bacterial Infections,232999,212272,20727,-0.0501667861443257,-0.0639823155193029,-0.0363512567693484,"-0.05 (-0.06, -0.04)",1.10589443898276e-12,6.8123097441338e-10,Female,0.082,Localised,**
Cognition,Pairs matching,Bacterial Infections with Sepsis,270097,269729,368,-0.118343114704917,-0.217412136852329,-0.0192740925575061,"-0.12 (-0.22, -0.02)",0.019217971623839,1.0,Female,0.07,Sepsis,*
Cognition,Pairs matching,Bacterial Infections without Sepsis,225054,200265,24789,-0.0483586789377686,-0.0611325779585944,-0.0355847799169429,"-0.05 (-0.06, -0.04)",1.17567929634067e-13,7.24218446545853e-11,Female,0.086,No-Sepsis,**
Cognition,Pairs matching,Extracellular Bacterial Infections,267470,262226,5244,-0.0790407916366118,-0.105561196008366,-0.0525203872648577,"-0.08 (-0.11, -0.05)",5.18057969280361e-09,3.19123709076702e-06,Female,0.03,Extracellular,**
Cognition,Pairs matching,Intracellular Bacterial Infections,268868,268086,782,0.00700059706201046,-0.0609446862939627,0.0749458804179836,"0.01 (-0.06, 0.07)",0.839962525187519,1.0,Female,0.944,Intracellular,
Cognition,Pairs matching,Gram Positive Bacterial Infections,268523,266157,2366,-0.0843492448145247,-0.123584549850548,-0.0451139397785015,"-0.08 (-0.12, -0.05)",2.51404339866282e-05,0.015486507335763,Female,0.02,Gram Positive,**
Cognition,Pairs matching,Gram Negative Bacterial Infections,268809,265335,3474,-0.0764908466924992,-0.108947953251465,-0.0440337401335336,"-0.08 (-0.11, -0.04)",3.85737559727818e-06,0.00237614336792336,Female,0.333,Gram Negative,**
Cognition,Pairs matching,Mycobacterial Infections,269389,268846,543,0.0304766375699138,-0.0510274049722079,0.111980680112036,"0.03 (-0.05, 0.11)",0.463627038567728,1.0,Female,1,Mycobacterial,
Cognition,Pairs matching,Mycoplasma Infections,270526,270508,18,-0.0439888456218279,-0.491596666012323,0.403618974768667,"-0.04 (-0.49, 0.40)",0.847258963882786,1.0,Female,0.996,Mycoplasma,
Cognition,Pairs matching,Acute Bacterial Infections,226642,202353,24289,-0.050738930155195,-0.0636357415536735,-0.0378421187567165,"-0.05 (-0.06, -0.04)",1.25363008839308e-14,7.72236134450137e-12,Female,0.053,Acute Bacterial,**
Cognition,Pairs matching,Chronic Bacterial Infections,268062,267016,1046,0.0105737937289153,-0.0482091327968338,0.0693567202546644,"0.01 (-0.05, 0.07)",0.724420649053128,1.0,Female,0.503,Chronic Bacterial,
Cognition,Pairs matching,Viral Infections,251085,222743,28342,-0.0684273990312985,-0.0805571974365555,-0.0562976006260415,"-0.07 (-0.08, -0.06)",2.06479979143214e-28,1.2719166715222e-25,Female,0.59,Viral,**
Cognition,Pairs matching,Acute Viral Infections,256787,234522,22265,-0.0666844976516328,-0.0801423739042267,-0.0532266213990389,"-0.07 (-0.08, -0.05)",2.71010760644645e-22,1.66942628557101e-19,Female,0.475,Acute Viral,**
Cognition,Pairs matching,Herpes Viral Infections,262735,239446,23289,-0.0741506552289721,-0.0873598360506477,-0.0609414744072964,"-0.07 (-0.09, -0.06)",3.77217103621774e-28,2.32365735831013e-25,Female,0.337,Herpes,**
Cognition,Pairs matching,Other Potentially Persistent Viral Infections,270134,269949,185,0.0484170511123155,-0.091160011818802,0.187994114043433,"0.05 (-0.09, 0.19)",0.496578996037183,1.0,Female,0.222,Other Viral,
Cognition,Pairs matching,Parasitic Infections,268741,267912,829,-0.0441883380676482,-0.110253087817169,0.0218764116818727,"-0.04 (-0.11, 0.02)",0.189873948302611,1.0,Female,0.221,Parasitic,
Cognition,Pairs matching,Fungal Infections,260677,257070,3607,-0.0360228441834354,-0.0678526136981572,-0.0041930746687135,"-0.04 (-0.07, -0.00)",0.026544176347014,1.0,Female,0.335,Fungal,*
Cognition,Pairs matching,Acute Infections,219337,183736,35601,-0.0586984556273006,-0.0697468092184607,-0.0476501020361406,"-0.06 (-0.07, -0.05)",2.19061424172812e-25,1.34941837290452e-22,Female,0.019,Acute,**
Cognition,Pairs matching,Chronic Infections,258900,234478,24422,-0.0684236949434614,-0.0813314683966538,-0.055515921490269,"-0.07 (-0.08, -0.06)",2.79242157973515e-25,1.72013169311685e-22,Female,0.436,Chronic,**
