Category,Characteristics,Predictors,N total,N control,N expose,Beta,Lower 95%CI,Upper 95%CI,Beta (95%CI),P value,P BFI,Age group,P interaction,Abbreviations,p_star
Cognition,Tower rearranging,All Infectious Diseases,13185,5749,7436,0.0112300695197564,-0.0219235478605255,0.0443836869000382,"0.01 (-0.02, 0.04)",0.506729862705292,1,71-80,0.387,Any,
Cognition,Tower rearranging,Bacterial Infections,13185,8451,4734,-0.00432395398189388,-0.0386239034413412,0.0299759954775534,"-0.00 (-0.04, 0.03)",0.804833429108633,1,71-80,0.296,Bacterial,
Cognition,Tower rearranging,Invasive Bacterial Infections,13185,11702,1483,-0.0367112475936996,-0.0886844647752864,0.0152619695878872,"-0.04 (-0.09, 0.02)",0.166214629177801,1,71-80,0.229,Invasive,
Cognition,Tower rearranging,Localised Bacterial Infections,13185,9287,3898,0.00460461027889673,-0.0314857646185424,0.0406949851763359,"0.00 (-0.03, 0.04)",0.802524689614334,1,71-80,0.513,Localised,
Cognition,Tower rearranging,Bacterial Infections with Sepsis,13185,13119,66,-0.0961773340370187,-0.328920936177657,0.13656626810362,"-0.10 (-0.33, 0.14)",0.417956978019374,1,71-80,0.891,Sepsis,
Cognition,Tower rearranging,Bacterial Infections without Sepsis,13185,8477,4708,-0.00462980023974476,-0.0389733776653862,0.0297137771858967,"-0.00 (-0.04, 0.03)",0.791596229917889,1,71-80,0.335,No-Sepsis,
Cognition,Tower rearranging,Extracellular Bacterial Infections,13185,11914,1271,-0.0176801922684303,-0.0734616942974567,0.0381013097605961,"-0.02 (-0.07, 0.04)",0.534428590698081,1,71-80,0.037,Extracellular,
Cognition,Tower rearranging,Intracellular Bacterial Infections,13185,12998,187,-0.0600904456383372,-0.199036777558736,0.0788558862820619,"-0.06 (-0.20, 0.08)",0.396615938400911,1,71-80,0.598,Intracellular,
Cognition,Tower rearranging,Gram Positive Bacterial Infections,13185,12670,515,-0.00295932293448921,-0.0877821996399416,0.0818635537709632,"-0.00 (-0.09, 0.08)",0.945479382199179,1,71-80,0.57,Gram Positive,
Cognition,Tower rearranging,Gram Negative Bacterial Infections,13185,12283,902,-0.0277399459290851,-0.0929476932962269,0.0374678014380566,"-0.03 (-0.09, 0.04)",0.4043736127475,1,71-80,0.039,Gram Negative,
Cognition,Tower rearranging,Mycobacterial Infections,13185,13051,134,-0.0914433644433055,-0.255196662575002,0.0723099336883906,"-0.09 (-0.26, 0.07)",0.273717777987444,1,71-80,0.591,Mycobacterial,
Cognition,Tower rearranging,Mycoplasma Infections,13185,13183,2,-0.760733522989297,-2.09410536581379,0.572638319835194,"-0.76 (-2.09, 0.57)",0.26344723321804,1,71-80,0.14,Mycoplasma,
Cognition,Tower rearranging,Acute Bacterial Infections,13185,8571,4614,-0.00275975280955513,-0.0372599285373721,0.0317404229182618,"-0.00 (-0.04, 0.03)",0.875407484489014,1,71-80,0.434,Acute Bacterial,
Cognition,Tower rearranging,Chronic Bacterial Infections,13185,12981,204,-0.0188300571975022,-0.151927456063099,0.114267341668095,"-0.02 (-0.15, 0.11)",0.781544200767982,1,71-80,0.307,Chronic Bacterial,
Cognition,Tower rearranging,Viral Infections,13185,7766,5419,0.0238069335284825,-0.00962759726673629,0.0572414643237012,"0.02 (-0.01, 0.06)",0.162824357328037,1,71-80,0.543,Viral,
Cognition,Tower rearranging,Acute Viral Infections,13185,8726,4459,0.0254778510503924,-0.0093064836429075,0.0602621857436923,"0.03 (-0.01, 0.06)",0.15110827235882,1,71-80,0.346,Acute Viral,
Cognition,Tower rearranging,Herpes Viral Infections,13185,8791,4394,0.0224120585515046,-0.0124982450830739,0.0573223621860831,"0.02 (-0.01, 0.06)",0.208272137554718,1,71-80,0.959,Herpes,
Cognition,Tower rearranging,Other Potentially Persistent Viral Infections,13185,13167,18,-0.193013809355434,-0.638008240534208,0.251980621823339,"-0.19 (-0.64, 0.25)",0.395228575058084,1,71-80,0.115,Other Viral,
Cognition,Tower rearranging,Parasitic Infections,13185,13045,140,0.0128038840452812,-0.147643670008182,0.173251438098744,"0.01 (-0.15, 0.17)",0.875703131807765,1,71-80,0.568,Parasitic,
Cognition,Tower rearranging,Fungal Infections,13185,12440,745,-0.00931453813082833,-0.0805364005894944,0.0619073243278377,"-0.01 (-0.08, 0.06)",0.797683369435316,1,71-80,0.391,Fungal,
Cognition,Tower rearranging,Acute Infections,13185,6511,6674,0.0148856982976998,-0.0180138690741408,0.0477852656695404,"0.01 (-0.02, 0.05)",0.375157310621022,1,71-80,0.699,Acute,
Cognition,Tower rearranging,Chronic Infections,13185,8623,4562,0.0229952868024361,-0.0115870596967686,0.0575776333016409,"0.02 (-0.01, 0.06)",0.192466482194635,1,71-80,0.785,Chronic,
